PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
US,Accommodation and Food Services,Supervisors of Construction and Extraction Workers,30130,48110,52360,77010,79370
US,Information,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37820,48040,61010,76900,83510
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Supervisors of Food Preparation and Serving Workers,30280,39020,51220,65640,79950
UT,Cross-industry,Transportation and Material Moving Occupations,23870,29560,36910,47880,61730
US,"Arts, Entertainment, and Recreation",Healthcare Support Occupations,24440,26050,45320,76340,118930
US,Administrative and Support and Waste Management and Remediation Services,Other Teachers and Instructors,24290,28790,30090,37720,53390
US,Finance and Insurance,Production Occupations,34830,38160,47960,65040,96410
OK,Cross-industry,Sales and Related Occupations,18110,22750,28790,38680,64580
US,"Professional, Scientific, and Technical Services",Construction Trades Workers,31790,38120,47610,62210,84060
US,Wholesale Trade,Protective Service Occupations,23000,28910,35850,46210,57780
US,Accommodation and Food Services,Material Moving Workers,22660,24630,30000,36940,45760
AR,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22880,23390,24800,29940,37700
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Other Installation, Maintenance, and Repair Occupations",29250,37060,47580,61380,77350
CA,Cross-industry,Educational Instruction and Library Occupations,30850,38630,62150,99160,127920
MS,Cross-industry,Sales and Related Occupations,17400,18430,23500,35940,53290
NM,Cross-industry,Healthcare Practitioners and Technical Occupations,36560,48710,76710,98660,154730
VT,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29580,37020,48900,63380,98260
LA,Cross-industry,Transportation and Material Moving Occupations,20870,24770,34960,47470,63990
US,Health Care and Social Assistance,Food Preparation and Serving Related Occupations,22530,25100,29920,36470,45490
US,Utilities,Construction and Extraction Occupations,38340,57670,78210,98070,107550
US,Information,Production Occupations,24080,30070,40120,55550,75350
US,Health Care and Social Assistance,Agricultural Workers,19370,25770,29630,34600,45540
ND,Cross-industry,Transportation and Material Moving Occupations,28580,30830,44080,58890,75620
US,Retail Trade,Other Production Occupations,24120,29630,37370,48020,61340
AK,Cross-industry,Production Occupations,24150,29650,47440,62300,97320
OK,Cross-industry,Healthcare Support Occupations,18400,22970,28750,30420,38230
WI,Cross-industry,Legal Occupations,37290,47740,74730,127900,192160
US,Accommodation and Food Services,Management Occupations,34870,46480,59700,77940,116630
US,Wholesale Trade,Physical Scientists,50520,62410,82410,118770,155030
US,Information,Other Teachers and Instructors,29470,34690,43390,71490,83860
US,Administrative and Support and Waste Management and Remediation Services,Financial Clerks,28500,30280,37710,47460,59720
US,Transportation and Warehousing,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",35820,44690,57670,75860,95210
AZ,Cross-industry,Food Preparation and Serving Related Occupations,27140,28350,29500,36440,47740
US,Other Services (except Public Administration),Financial Specialists,38770,54940,73780,96570,123120
US,"Agriculture, Forestry, Fishing and Hunting",Protective Service Occupations,26580,28840,29670,36360,46430
US,Transportation and Warehousing,Building and Grounds Cleaning and Maintenance Occupations,28570,33980,41810,60540,61980
US,Retail Trade,Transportation and Material Moving Occupations,22910,24960,29810,36210,44210
US,Wholesale Trade,"Architects, Surveyors, and Cartographers",45030,53480,79570,100800,125580
IL,Cross-industry,Transportation and Material Moving Occupations,24180,29520,37090,47910,63500
MA,Cross-industry,Computer and Mathematical Occupations,61000,79080,102700,131610,167440
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Food and Beverage Serving Workers,21420,24360,30480,38450,46040
US,"Arts, Entertainment, and Recreation",Entertainment Attendants and Related Workers,18060,21600,24960,29760,35970
US,Information,Supervisors of Building and Grounds Cleaning and Maintenance Workers,29820,34350,37880,52890,77880
MO,Cross-industry,Computer and Mathematical Occupations,38900,54760,78110,102410,130320
US,Other Services (except Public Administration),Other Sales and Related Workers,24010,29870,36210,58880,86520
NV,Cross-industry,Sales and Related Occupations,22290,23080,29350,45770,72380
US,Information,Other Sales and Related Workers,26000,30310,59190,102430,155510
US,Construction,Firefighting and Prevention Workers,36980,45290,48170,60110,64420
US,Cross-industry,"Other Installation, Maintenance, and Repair Occupations",29350,36960,47230,60610,77440
CA,Cross-industry,"Life, Physical, and Social Science Occupations",39070,55610,79930,118510,148990
NY,Cross-industry,Food Preparation and Serving Related Occupations,27650,29040,30520,38420,50090
US,Educational Services,"Farming, Fishing, and Forestry Occupations",18880,29580,38160,48950,62860
NC,Cross-industry,Production Occupations,23540,29110,36410,46690,59610
US,Health Care and Social Assistance,Construction Trades Workers,37500,47240,60110,74460,79580
NV,Cross-industry,"Life, Physical, and Social Science Occupations",29680,39890,61510,81690,109100
US,Other Services (except Public Administration),Food and Beverage Serving Workers,17770,19520,23230,28670,34400
ND,Cross-industry,Personal Care and Service Occupations,18410,22930,28350,36090,46910
HI,Cross-industry,Personal Care and Service Occupations,23210,28560,30550,44200,58640
US,Real Estate and Rental and Leasing,Life Scientists,60360,62470,78330,90750,99130
CA,Cross-industry,Food Preparation and Serving Related Occupations,29280,29970,30910,36970,45430
US,Construction,Healthcare Support Occupations,29620,29970,37460,37920,38070
AR,Cross-industry,"Farming, Fishing, and Forestry Occupations",23290,28080,29670,38130,56990
TN,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",22680,29480,39060,61200,80540
NV,Cross-industry,Healthcare Support Occupations,22930,24460,29730,37290,46700
MD,Cross-industry,Educational Instruction and Library Occupations,29840,47000,61840,82150,103900
US,Educational Services,Other Protective Service Workers,22820,28690,31860,39980,50620
US,Retail Trade,Communications Equipment Operators,23230,27420,29240,30130,36540
US,Other Services (except Public Administration),Media and Communication Workers,36900,48120,62800,81580,124690
OH,Cross-industry,Construction and Extraction Occupations,30740,38300,48950,63590,78910
ME,Cross-industry,Construction and Extraction Occupations,35600,37550,47100,59380,63070
US,"Arts, Entertainment, and Recreation",Other Educational Instruction and Library Occupations,26240,30090,38010,48570,61310
PA,Cross-industry,Protective Service Occupations,24470,29790,45930,74280,90110
US,Wholesale Trade,Cooks and Food Preparation Workers,21420,24740,30730,36300,40410
US,Management of Companies and Enterprises,Healthcare Support Occupations,27960,29620,36300,38910,48510
US,Educational Services,Other Transportation Workers,19160,24830,30630,38340,48940
US,Health Care and Social Assistance,Financial Clerks,29700,36750,38720,47830,59840
NM,Cross-industry,Construction and Extraction Occupations,29150,36110,44980,59370,77000
US,Cross-industry,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",22550,26480,29620,35730,37720
US,Management of Companies and Enterprises,Transportation and Material Moving Occupations,26000,30110,37800,48850,75340
ME,Cross-industry,"Farming, Fishing, and Forestry Occupations",29460,30650,37940,46770,49920
US,Administrative and Support and Waste Management and Remediation Services,Business and Financial Operations Occupations,35900,46700,61350,88080,126780
US,Retail Trade,Construction and Extraction Occupations,29140,35580,44480,52440,67560
UT,Cross-industry,Business and Financial Operations Occupations,35450,47370,62020,81890,111900
US,Accommodation and Food Services,Top Executives,29240,43680,58690,78750,126000
US,Health Care and Social Assistance,Supervisors of Construction and Extraction Workers,37180,47470,60820,77620,98890
US,Manufacturing,"Drafters, Engineering Technicians, and Mapping Technicians",37700,47490,60220,75400,88230
US,Cross-industry,Other Healthcare Support Occupations,28780,30110,37370,46710,50260
US,Accommodation and Food Services,Other Office and Administrative Support Workers,22040,27890,31520,39190,49270
US,Retail Trade,Personal Appearance Workers,18870,23320,29850,37740,48300
US,"Agriculture, Forestry, Fishing and Hunting","Textile, Apparel, and Furnishings Workers",27270,27270,28350,29020,35840
US,"Arts, Entertainment, and Recreation",Other Protective Service Workers,19380,22420,28440,31250,38980
US,Real Estate and Rental and Leasing,Retail Sales Workers,23070,28800,30880,37840,47540
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",30380,38620,54420,76090,97540
WI,Cross-industry,Sales and Related Occupations,22240,24170,31770,57330,88460
US,Other Services (except Public Administration),Building and Grounds Cleaning and Maintenance Occupations,22440,26970,30230,37700,47360
ND,Cross-industry,Management Occupations,46490,60900,94120,126500,164720
US,Finance and Insurance,Protective Service Occupations,37610,46210,60820,77260,98070
WA,Cross-industry,Personal Care and Service Occupations,29410,29770,35000,46040,60250
DC,Cross-industry,Healthcare Practitioners and Technical Occupations,47130,61680,79810,120000,172490
US,Health Care and Social Assistance,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",30620,45290,59790,74170,80250
US,"Arts, Entertainment, and Recreation",Supervisors of Office and Administrative Support Workers,29710,37360,47540,61030,77630
US,Information,Construction and Extraction Occupations,43230,48370,71020,79720,100510
US,Construction,Engineers,51970,62410,78210,98890,126430
US,Manufacturing,"Architects, Surveyors, and Cartographers",48690,60550,73040,88470,112380
US,Management of Companies and Enterprises,Social Scientists and Related Workers,61080,77750,99340,134510,162800
US,Transportation and Warehousing,Supervisors of Office and Administrative Support Workers,44490,56390,62800,77150,92120
US,"Professional, Scientific, and Technical Services",Mathematical Science Occupations,58070,77030,101000,131340,167930
US,"Agriculture, Forestry, Fishing and Hunting",Construction and Extraction Occupations,29840,37820,47980,60500,74860
MI,Cross-industry,Office and Administrative Support Occupations,28230,30130,37720,47890,61030
IA,Cross-industry,Business and Financial Operations Occupations,38470,48870,62970,81220,103230
OH,Cross-industry,Transportation and Material Moving Occupations,23110,28910,36810,47250,60290
US,Cross-industry,Tour and Travel Guides,20950,24300,29780,37670,47800
US,"Professional, Scientific, and Technical Services","Farming, Fishing, and Forestry Occupations",27980,29810,37660,47580,60340
TN,Cross-industry,Office and Administrative Support Occupations,23390,29400,37080,47000,60350
SD,Cross-industry,"Installation, Maintenance, and Repair Occupations",32110,37250,47240,59970,76110
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Helpers, Construction Trades",29030,37130,48990,61900,65100
US,Administrative and Support and Waste Management and Remediation Services,Tour and Travel Guides,23810,29120,35850,45820,58060
UT,Cross-industry,Protective Service Occupations,22820,29610,45220,60530,78000
US,Other Services (except Public Administration),"Entertainers and Performers, Sports and Related Workers",24400,30740,48820,83720,182930
MS,Cross-industry,Business and Financial Operations Occupations,30220,38950,57530,77030,100390
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Assemblers and Fabricators,23580,29740,47310,76690,88460
US,Administrative and Support and Waste Management and Remediation Services,"Supervisors of Installation, Maintenance, and Repair Workers",40600,49370,62650,79820,100080
US,Cross-industry,Grounds Maintenance Workers,24300,29470,35460,38450,48200
SC,Cross-industry,Healthcare Support Occupations,19180,22930,28810,35210,39530
US,Utilities,Social Scientists and Related Workers,77450,83990,104940,135170,170890
US,Wholesale Trade,Transportation and Material Moving Occupations,28090,30380,37810,47590,59910
US,Real Estate and Rental and Leasing,"Helpers, Construction Trades",28920,34560,45850,50470,60150
AK,Cross-industry,Computer and Mathematical Occupations,47570,61200,79050,101060,127110
US,"Mining, Quarrying, and Oil and Gas Extraction","Farming, Fishing, and Forestry Occupations",23010,29390,37140,41430,59670
US,"Professional, Scientific, and Technical Services",Supervisors of Building and Grounds Cleaning and Maintenance Workers,30510,36750,48800,61390,77990
US,Other Services (except Public Administration),Rail Transportation Workers,38890,38980,44850,61870,123120
WV,Cross-industry,Transportation and Material Moving Occupations,22290,24240,30030,43000,59290
ME,Cross-industry,Educational Instruction and Library Occupations,29200,37080,48170,62870,78450
US,"Arts, Entertainment, and Recreation",Agricultural Workers,23030,25630,29530,37210,47290
AL,Cross-industry,Food Preparation and Serving Related Occupations,17290,17920,20690,26020,31180
US,Health Care and Social Assistance,Supervisors of Sales Workers,29140,36720,46910,59910,78340
ID,Cross-industry,Protective Service Occupations,23740,31530,47020,61830,78450
KY,Cross-industry,Protective Service Occupations,22660,27850,33370,47310,60460
US,Other Services (except Public Administration),"Helpers, Construction Trades",29190,29920,33240,37170,46550
US,Other Services (except Public Administration),Supervisors of Production Workers,29460,37360,48550,63330,85860
US,Manufacturing,Computer Occupations,57380,77750,101510,131660,168520
US,Real Estate and Rental and Leasing,Motor Vehicle Operators,23570,29250,36940,47960,58520
AK,Cross-industry,Construction and Extraction Occupations,38110,48090,62520,80370,102250
US,Retail Trade,Other Educational Instruction and Library Occupations,20900,22430,35340,53340,99150
ND,Cross-industry,Sales and Related Occupations,23100,28650,36380,48830,77580
US,Administrative and Support and Waste Management and Remediation Services,Supervisors of Transportation and Material Moving Workers,32290,42180,57400,75390,89350
MT,Cross-industry,Healthcare Support Occupations,23310,28620,29530,36940,45300
HI,Cross-industry,Food Preparation and Serving Related Occupations,23010,24980,30140,39250,58920
US,"Arts, Entertainment, and Recreation",Life Scientists,30180,37780,48800,62160,81910
AK,Cross-industry,"Life, Physical, and Social Science Occupations",41100,52480,74870,97840,123230
VT,Cross-industry,Computer and Mathematical Occupations,47370,60360,77500,100690,130640
US,Manufacturing,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",37800,48420,61890,77800,97630
NH,Cross-industry,"Installation, Maintenance, and Repair Occupations",31020,38500,49020,62650,79560
CO,Cross-industry,Healthcare Support Occupations,28630,29690,36100,38220,47860
US,Manufacturing,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37320,45780,55550,66390,77780
TX,Cross-industry,Office and Administrative Support Occupations,23740,29440,37220,47530,60950
US,Transportation and Warehousing,Other Transportation Workers,28080,29360,36780,48060,73250
US,Educational Services,Supervisors of Office and Administrative Support Workers,38380,48380,60940,76850,96300
US,Management of Companies and Enterprises,"Other Installation, Maintenance, and Repair Occupations",29890,37720,48040,61630,78740
AL,Cross-industry,Production Occupations,22520,28170,36090,47330,61380
KY,Cross-industry,Sales and Related Occupations,17920,22450,28590,45020,72980
US,Construction,Production Occupations,30280,37610,47640,60960,78410
US,Information,"Supervisors of Installation, Maintenance, and Repair Workers",60550,73290,79470,98680,117360
US,Management of Companies and Enterprises,"Material Recording, Scheduling, Dispatching, and Distributing Workers",29380,37130,47530,60590,75940
US,Real Estate and Rental and Leasing,Other Teachers and Instructors,26000,26000,26000,31630,47330
US,Wholesale Trade,Legal Support Workers,32800,37300,46910,76330,97210
US,Utilities,Agricultural Workers,30140,35840,38240,45360,47840
US,"Agriculture, Forestry, Fishing and Hunting",Retail Sales Workers,23280,26680,29260,34710,37140
US,Construction,Computer and Mathematical Occupations,38480,49830,74500,98840,126330
SD,Cross-industry,Architecture and Engineering Occupations,41700,48960,74900,95520,120390
US,Educational Services,Financial Clerks,29950,37270,46910,49530,61650
US,Accommodation and Food Services,Other Healthcare Support Occupations,18730,23260,29670,38210,75410
US,Cross-industry,Business Operations Specialists,38740,50490,76040,99450,129020
US,Information,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30020,37250,46910,59190,73040
WA,Cross-industry,Educational Instruction and Library Occupations,35760,44850,61190,81740,100720
US,Construction,Educational Instruction and Library Occupations,34700,35670,40810,60760,73390
CA,Cross-industry,Healthcare Support Occupations,29620,29670,29880,37190,48000
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Baggage Porters, Bellhops, and Concierges",24740,28380,29350,36530,39010
US,Management of Companies and Enterprises,Building and Grounds Cleaning and Maintenance Occupations,23750,28590,31030,38650,57340
US,Utilities,Art and Design Workers,48930,64280,83310,99010,102160
US,Construction,Supervisors of Office and Administrative Support Workers,38200,47650,60560,77250,98070
US,Transportation and Warehousing,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",38440,49370,69280,80690,96830
US,Accommodation and Food Services,Building Cleaning and Pest Control Workers,19940,23010,28220,30460,37490
US,Utilities,Firefighting and Prevention Workers,80510,101230,123000,125640,133350
US,Real Estate and Rental and Leasing,"Life, Physical, and Social Science Occupations",39760,49100,62470,82400,125930
MS,Cross-industry,Transportation and Material Moving Occupations,21620,26140,30000,44780,60040
US,Utilities,Other Management Occupations,93060,108610,131620,164060,205800
ID,Cross-industry,Construction and Extraction Occupations,29490,36410,44320,49540,62580
US,Wholesale Trade,Information and Record Clerks,29170,35110,38570,48090,60490
US,Manufacturing,Other Sales and Related Workers,29150,36360,60880,101030,142990
US,Manufacturing,"Textile, Apparel, and Furnishings Workers",22990,28370,30090,37170,46230
US,Transportation and Warehousing,Office and Administrative Support Occupations,29950,37430,46570,61220,67230
NM,Cross-industry,Food Preparation and Serving Related Occupations,21840,22290,23750,28980,35530
OK,Cross-industry,Food Preparation and Serving Related Occupations,17490,18270,22290,28350,33730
NC,Cross-industry,"Farming, Fishing, and Forestry Occupations",18930,24750,31700,40280,48520
AZ,Cross-industry,Transportation and Material Moving Occupations,28460,29800,36860,47040,60540
WA,Cross-industry,Production Occupations,30280,37120,46550,60710,79280
US,Transportation and Warehousing,Plant and System Operators,59900,65000,78500,91210,100480
US,Utilities,Mathematical Science Occupations,61400,76620,97470,128880,150560
US,Construction,Material Moving Workers,29200,34560,43200,59910,78390
US,Information,Healthcare Support Occupations,29640,33730,36780,48510,49250
US,Educational Services,Other Production Occupations,23800,32860,46970,60570,76050
US,Real Estate and Rental and Leasing,"Sales Representatives, Services",29810,38620,59390,80320,122950
US,Utilities,Other Production Occupations,37270,59010,78640,92870,98540
US,Manufacturing,Other Personal Care and Service Workers,23680,28350,32500,38480,48530
US,Management of Companies and Enterprises,"Life, Physical, and Social Science Technicians",37540,47850,61400,79220,102720
US,Educational Services,Occupational Therapy and Physical Therapist Assistants and Aides,30230,38850,49340,61880,76880
US,Accommodation and Food Services,Health Technologists and Technicians,24910,29120,35140,42620,47930
CO,Cross-industry,Production Occupations,29330,32550,38200,49040,65950
US,Cross-industry,"Life, Physical, and Social Science Technicians",30870,37820,48370,62040,79720
CO,Cross-industry,"Life, Physical, and Social Science Occupations",39830,57760,77470,101180,131600
US,Real Estate and Rental and Leasing,Food and Beverage Serving Workers,19570,23650,28190,31300,37950
US,Accommodation and Food Services,Operations Specialties Managers,57590,68410,94090,125770,162810
NC,Cross-industry,Personal Care and Service Occupations,17730,21580,27450,36910,48360
US,Administrative and Support and Waste Management and Remediation Services,Top Executives,39540,59520,88470,130750,207960
GA,Cross-industry,Community and Social Service Occupations,27400,36430,46600,61400,80040
US,Other Services (except Public Administration),Other Teachers and Instructors,24820,29650,37600,59070,95510
NH,Cross-industry,Food Preparation and Serving Related Occupations,18780,22950,28630,36110,46780
US,Other Services (except Public Administration),Other Healthcare Practitioners and Technical Occupations,23670,37110,60110,84110,96870
LA,Cross-industry,Healthcare Support Occupations,17280,18210,23370,29470,37100
US,Construction,Personal Care and Service Occupations,17880,23160,30420,45190,55110
US,Administrative and Support and Waste Management and Remediation Services,Other Management Occupations,46010,60110,92830,128160,189830
US,"Mining, Quarrying, and Oil and Gas Extraction",Computer Occupations,60510,77570,100140,129240,165470
US,Administrative and Support and Waste Management and Remediation Services,Financial Specialists,42780,55260,74660,98250,128900
CT,Cross-industry,Computer and Mathematical Occupations,48620,74920,98650,125880,151960
US,Educational Services,Transportation and Material Moving Occupations,18950,28220,37350,47120,58870
US,Retail Trade,Other Healthcare Support Occupations,22760,26300,29660,36770,46120
US,Retail Trade,Building Cleaning and Pest Control Workers,22290,23800,29060,31060,37810
US,Educational Services,Art and Design Workers,30900,43990,50620,65660,82300
US,"Mining, Quarrying, and Oil and Gas Extraction","Life, Physical, and Social Science Occupations",46640,60510,78990,104940,158060
US,Finance and Insurance,Educational Instruction and Library Occupations,46760,60630,81290,125390,177340
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Installation, Maintenance, and Repair Occupations",30740,41200,58410,71220,81080
US,Educational Services,Construction Trades Workers,34300,42210,52460,73650,82360
US,Educational Services,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",35290,38310,47860,60470,72010
NH,Cross-industry,Healthcare Practitioners and Technical Occupations,38020,59640,77210,99760,199540
NY,Cross-industry,Community and Social Service Occupations,32930,39060,56840,76010,96940
US,Finance and Insurance,"Life, Physical, and Social Science Technicians",48740,49860,61720,72960,81520
US,Other Services (except Public Administration),Management Occupations,39220,59220,81070,127150,190450
US,Accommodation and Food Services,Supervisors of Personal Care and Service Workers,30220,39030,49360,62330,76600
US,Construction,Metal Workers and Plastic Workers,35630,41210,49210,62910,79560
US,Administrative and Support and Waste Management and Remediation Services,Life Scientists,41540,47810,64720,95880,127120
US,Management of Companies and Enterprises,"Baggage Porters, Bellhops, and Concierges",17980,17990,30160,48130,55770
US,Construction,Retail Sales Workers,24790,29470,37090,47330,63000
IL,Cross-industry,Business and Financial Operations Occupations,38910,55520,76940,101320,131520
WV,Cross-industry,"Life, Physical, and Social Science Occupations",36960,46640,60030,78810,100620
US,Information,"Textile, Apparel, and Furnishings Workers",28250,57330,72890,73240,92980
AK,Cross-industry,Business and Financial Operations Occupations,47570,60750,77290,99340,124850
US,Real Estate and Rental and Leasing,Grounds Maintenance Workers,24310,29360,31000,38100,47520
US,"Professional, Scientific, and Technical Services",Grounds Maintenance Workers,26370,29640,35840,41560,49500
US,Manufacturing,Food Preparation and Serving Related Occupations,20900,24610,30110,36500,47220
US,Real Estate and Rental and Leasing,Business Operations Specialists,33370,46850,60850,80510,105220
WI,Cross-industry,Construction and Extraction Occupations,36070,44410,57190,74910,80700
US,"Agriculture, Forestry, Fishing and Hunting",Building and Grounds Cleaning and Maintenance Occupations,23400,28820,30420,37900,45870
WA,Cross-industry,Healthcare Support Occupations,29800,35500,37050,45850,56910
US,Finance and Insurance,Healthcare Diagnosing or Treating Practitioners,61650,75440,78820,96700,119330
US,Construction,"Life, Physical, and Social Science Technicians",29520,36880,46340,53720,66820
US,Construction,"Helpers, Construction Trades",27810,29630,36490,41060,47920
CO,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",29740,38370,57290,78460,101380
US,Educational Services,"Life, Physical, and Social Science Technicians",30580,38100,48260,61190,77330
US,Retail Trade,Business and Financial Operations Occupations,30460,38740,56410,77520,102940
WV,Cross-industry,Sales and Related Occupations,18890,22080,23890,36240,55070
US,Real Estate and Rental and Leasing,Healthcare Practitioners and Technical Occupations,44150,47230,52490,61030,72700
US,Administrative and Support and Waste Management and Remediation Services,Animal Care and Service Workers,18470,23920,29630,36940,48530
MT,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",19580,29010,38420,49500,74490
US,Transportation and Warehousing,Financial Clerks,29120,35260,42560,49070,61400
UT,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,21600,23890,29640,37140,46770
US,Other Services (except Public Administration),Cooks and Food Preparation Workers,20370,24210,29690,35840,42040
CO,Cross-industry,"Farming, Fishing, and Forestry Occupations",28170,29270,31860,40200,51170
US,Other Services (except Public Administration),"Forest, Conservation, and Logging Workers",28560,30010,36060,42640,50930
WA,Cross-industry,Construction and Extraction Occupations,38010,47830,61630,81830,102020
ME,Cross-industry,Food Preparation and Serving Related Occupations,27390,28570,29910,36850,47640
US,Educational Services,"Counselors, Social Workers, and Other Community and Social Service Specialists",37300,47390,60510,77250,98440
US,Wholesale Trade,Other Personal Care and Service Workers,24170,34340,38040,48220,55500
US,Other Services (except Public Administration),Supervisors of Food Preparation and Serving Workers,22880,29800,38580,49750,65210
US,Health Care and Social Assistance,Legal Support Workers,36560,39710,48930,60590,76920
RI,Cross-industry,Computer and Mathematical Occupations,47700,63320,98610,127690,155540
KY,Cross-industry,Transportation and Material Moving Occupations,23560,28860,36060,46610,59650
UT,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",21470,30090,45470,62440,84860
US,Accommodation and Food Services,Air Transportation Workers,41820,47140,49000,61300,62190
AR,Cross-industry,Personal Care and Service Occupations,22880,23010,23870,29530,39310
US,Educational Services,"Drafters, Engineering Technicians, and Mapping Technicians",34640,46480,56400,66210,78900
US,Finance and Insurance,"Material Recording, Scheduling, Dispatching, and Distributing Workers",27550,30130,38180,48340,61590
US,Construction,Legal Support Workers,45000,46860,59700,76330,91420
US,"Mining, Quarrying, and Oil and Gas Extraction",Secretaries and Administrative Assistants,26170,35620,45850,58470,74990
US,Other Services (except Public Administration),Other Production Occupations,27620,30260,38630,49150,71450
DE,Cross-industry,Business and Financial Operations Occupations,47630,60850,77750,103070,131920
IL,Cross-industry,Food Preparation and Serving Related Occupations,22880,23120,26840,30300,37470
AR,Cross-industry,Construction and Extraction Occupations,28670,29970,37650,48060,61360
US,Other Services (except Public Administration),"Supervisors of Farming, Fishing, and Forestry Workers",30310,38350,47130,58150,78220
US,Transportation and Warehousing,Other Food Preparation and Serving Related Workers,22290,23540,28400,34100,38290
KS,Cross-industry,Personal Care and Service Occupations,17590,19340,24040,33370,46580
MA,Cross-industry,Food Preparation and Serving Related Occupations,29330,30080,30980,38360,47860
US,"Professional, Scientific, and Technical Services",Firefighting and Prevention Workers,37090,46430,50420,76590,131500
US,Administrative and Support and Waste Management and Remediation Services,Other Construction and Related Workers,29650,36360,43380,51480,72980
HI,Cross-industry,Computer and Mathematical Occupations,48620,62450,80970,102500,129240
US,Utilities,Supervisors of Building and Grounds Cleaning and Maintenance Workers,39120,41940,60080,78320,86040
PA,Cross-industry,Legal Occupations,39250,58240,78540,127080,194120
US,"Professional, Scientific, and Technical Services",Supervisors of Production Workers,38200,48720,65340,96960,115500
US,Cross-industry,Other Production Occupations,27870,30070,37710,47800,60650
US,Accommodation and Food Services,Assemblers and Fabricators,29010,41110,41440,47750,48550
NY,Cross-industry,"Life, Physical, and Social Science Occupations",45440,59490,78300,103450,133850
US,"Agriculture, Forestry, Fishing and Hunting",Other Production Occupations,26000,29320,30080,35960,38370
US,Cross-industry,Other Transportation Workers,22670,26450,29940,37760,56240
US,Transportation and Warehousing,"Supervisors of Installation, Maintenance, and Repair Workers",49050,61980,78010,97450,120710
US,Other Services (except Public Administration),Mathematical Science Occupations,47470,60680,78800,101000,131340
PA,Cross-industry,Transportation and Material Moving Occupations,23310,28990,36720,47360,60350
WY,Cross-industry,Food Preparation and Serving Related Occupations,18090,22290,24400,30730,39220
AK,Cross-industry,Sales and Related Occupations,24280,29100,36060,47230,62550
LA,Cross-industry,Educational Instruction and Library Occupations,18510,29400,48210,60410,74960
MT,Cross-industry,Office and Administrative Support Occupations,23390,29500,37000,46590,53730
MT,Cross-industry,Community and Social Service Occupations,28290,30640,45770,49340,62870
MD,Cross-industry,Production Occupations,26880,29940,38100,55710,76080
OK,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",20200,29310,38370,52040,77680
MS,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,17440,18530,23290,28920,36740
TN,Cross-industry,"Life, Physical, and Social Science Occupations",36430,46640,61440,81280,120150
US,Utilities,Supervisors of Construction and Extraction Workers,56810,73320,94850,104490,128290
US,Real Estate and Rental and Leasing,Health Technologists and Technicians,23610,37810,48070,59640,74250
US,Cross-industry,Financial Clerks,29060,35210,38830,48340,60700
US,Other Services (except Public Administration),Engineers,56680,61000,78880,104450,131030
SC,Cross-industry,"Installation, Maintenance, and Repair Occupations",28510,35070,45660,59640,75550
GA,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,18780,23100,28690,36140,44720
ND,Cross-industry,"Installation, Maintenance, and Repair Occupations",30440,41600,49190,64040,89930
US,Wholesale Trade,"Supervisors of Farming, Fishing, and Forestry Workers",30470,38500,51400,65490,79580
WY,Cross-industry,Community and Social Service Occupations,30570,38750,49210,62090,77920
US,Other Services (except Public Administration),"Life, Physical, and Social Science Technicians",29870,37270,47310,60720,78100
AZ,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,28030,29030,29970,36270,41460
US,Other Services (except Public Administration),Top Executives,36900,51120,79660,126440,190880
